"callsign","band","channel","TX","RX","modes","QTHR","where","postcode","region","ctcss/cc","keeper","lat","lon",
GB7SJ,70CM,RB07,433.175000,434.775000,AF,IO83RF,NORTHWICH,CW9,NOR,103.5,M0WTX,53.22,-2.52,
GB7SK,70CM,DVU37,439.462500,430.462500,M,IO92NO,LEICESTER,LE7,CEN,1,M1FJB,52.62,-0.91,
GB7SL,70CM,DVU-R21,430.262500,439.262500,DMFPN,IO92TR,BASTON,PE6,CEN,8,G6YCA,52.72,-0.35,
GB7SM,70CM,DVU47,439.587500,430.587500,ADMFPN,IO86OE,ST MONANS,KY10,SCOT,1,MM0DXE,56.20,-2.80,
GB7SN,70CM,DVU54,439.675000,430.675000,M,IO93GH,SHEFFIELD,S8,NOR,1,M1ERS,53.33,-1.48,
GB7SO,70CM,DVU42,439.525000,430.525000,DM,IO90KT,GOSPORT,PO12,SW,1,G7CHO,50.81,-1.15,
GB7SP,70CM,DVU60,439.750000,430.750000,M,IO91CB,SALISBURY,SP2,SW,3,G8PCB,51.05,-1.79,
GB7SQ,70CM,DVU54,439.675000,430.675000,MN,IO85LU,DALKEITH,EH23,SCOT,1,MM1BJO,55.80,-3.00,
GB7SS,70CM,DVU47,439.587500,430.587500,M,IO87IP,ELGIN,IV30,SCOT,1,GM7LSI,57.66,-3.31,
GB7ST,70CM,DVU36,439.450000,430.450000,M,IO83WA,STOKE ON TRENT,ST9,CEN,1,G8NSS,53.00,-2.10,
GB7SU,70CM,DVU36,439.450000,430.450000,M,IO90IV,SOUTHAMPTON,SO19,SW,8,G4WFR,50.90,-1.33,
GB7SV,70CM,RB11,433.275000,434.875000,AF,IO91UW,HITCHIN,SG4,SE,82.5,G6YIQ,51.93,-0.25,
GB7SW,2M,RV51,145.637500,145.037500,D,IO81VL,CHIPPENHAM,SN14,SW,2,G0RMA,51.48,-2.17,
GB7SZ,70CM,RU75,430.937500,438.537500,A,IO90AR,POOLE,BH12,SW,71.9,M1EZF,50.73,-1.94,
GB7TB,70CM,,439.218750,430.218750,E,IO92UT,MORTON,PE10,CEN,,G6KSM,52.80,-0.30,
GB7TC,70CM,DVU42,439.525000,430.525000,M,IO91DL,SWINDON,SN8,SW,2,G8VRI,51.49,-1.70,
GB7TD,70CM,DVU13,439.162500,430.162500,M,IO93EP,WAKEFIELD,WF14,NOR,1,G1XCC,53.64,-1.66,
GB7TE,2M,RV62,145.775000,145.175000,D,JO01OT,CLACTON ON SEA,CO15,SE,,G0MBA,51.81,1.21,
GB7TF,70CM,DVU39,439.487500,430.487500,F,IO91QT,TRING,HP23,SE,,G7HMV,51.80,-0.66,
GB7TH,70CM,DVU-R23,430.287500,439.287500,M,JO01QJ,MARGATE,CT9,SE,5,M0LMK,51.38,1.40,
GB7TM,70CM,DVU59,439.737500,430.737500,F,JO02NH,EYE,IP23,SE,,G0JSV,52.30,1.08,
GB7TP,70CM,DVU55,439.687500,430.687500,DMF,IO93CT,SHIPLEY,BD18,NOR,1,M0IRK,53.83,-1.80,
GB7TQ,70CM,RU71,430.887500,438.487500,AF,IO80FM,TORQUAY,TQ2,SW,94.8,G8XST,50.50,-3.53,
GB7TT,70CM,DVU40,439.503125,430.503125,N,IO82RJ,LUDLOW,DY14,SW,,G1MAW,52.40,-2.60,
GB7TX,70CM,U321A,434.018750,434.018750,E,JO02TK,BECCLES,NR34,SE,,M0JGX,52.44,1.60,
GB7TY,70CM,DVU49,439.612500,430.612500,DM,IO84XX,HEXHAM,NE46,NOR,10,G1HZI,54.99,-2.05,
GB7UL,70CM,DVU42,439.525000,430.525000,M,IO74BS,CARRICKFERGUS,BT38,NI,1,GI6DKQ,54.80,-5.80,
GB7VO,70CM,DVU56,439.700000,430.700000,DMFN,IO82QJ,TENBURY WELLS,SY8,WM,1,G8XYJ,52.38,-2.60,
GB7VT,70CM,U94,431.175000,431.175000,M,IO83WA,STOKE-ON-TRENT,ST9,CEN,5,G8NSS,53.00,-2.10,
GB7WA,2M,RV55,145.687500,145.087500,DM,IO93WM,GRIMSBY,DN37,CEN,2,G7EOG,53.52,-0.10,
GB7WB,70CM,DVU39,439.487500,430.487500,D,IO81MH,WESTON-SUPER-MARE,BS24,SW,2,G4SZM,51.32,-2.95,
GB7WC,70CM,DVU39,439.487500,430.487500,D,IO83QI,WARRINGTON,WA4,NOR,,G4VSS,53.34,-2.64,
GB7WD,70CM,DVU57,439.712500,430.712500,M,IO82WM,SEDGLEY,DY3,CEN,11,G4VZO,52.50,-2.10,
GB7WF,70CM,DVU39,439.487500,430.487500,DMFN,IO82UJ,BEWDLEY,DY12,WM,13,G8OXG,52.40,-2.30,
GB7WH,70CM,DMU30,439.375000,430.375000,AF,IO83LB,WREXHAM,LL11,WM,110.9,M0XDR,53.10,-3.00,
GB7WI,70CM,DVU33,439.412500,430.412500,M,IO93TR,HULL,HU1,NOR,1,M0TTL,53.74,-0.33,
GB7WK,70CM,DVU41,439.512500,430.512500,DMFPN,IO91QH,WOKING,GU21,SE,15,M0MXC,51.30,-0.60,
GB7WL,70CM,DVU37,439.462500,430.462500,M,IO91QP,AMERSHAM,HP7,SW,3,M0ZPU,51.65,-0.62,
GB7WM,70CM,DVU55,439.687500,430.687500,F,IO83SM,ASTLEY,M29,NOR,,G4WLI,53.51,-2.47,
GB7WN,70CM,DVU60,439.750000,430.750000,M,IO82XP,WOLVERHAMPTON,WV11,CEN,8,G8NDT,52.63,-2.08,
GB7WR,70CM,DVU37,439.462500,430.462500,D, IO82UB,GREAT MALVERN,WR14,CEN,,M0XZS,52.08,-2.33,
GB7WS,70CM,DVU34,439.425000,430.425000,M,IO91SA,BILLINGSHURST,RH14,SE,3,G4EFO,51.02,-0.46,
GB7WT,70CM,DVU48,439.600000,430.600000,DMF,IO64HQ,OMAGH,BT78,NI,1,GI3NVW,54.69,-7.40,
GB7WV,70CM,DVU55,439.687500,430.687500,M,IO92NL,MARKET HARBOROUGH,LE16,CEN,2,G1IVG,52.48,-0.90,
GB7WX,70CM,DVU41,439.512500,430.512500,DMF,IO83OE,TARVIN,CH3,NOR,3,G7NEH,53.19,-2.77,
GB7WY,70CM,DVU41,439.512500,430.512500,D,IO93FR,WAKEFIELD,WF3,NOR,,M0DUB,53.72,-1.54,
GB7XG,70CM,RU70,430.875000,438.475000,ADMFPN,IO86JF,GLENROTHES,KY7,SCOT,1,MM0DXE,56.21,-3.19,
GB7XX,70CM,DVU37,439.462500,430.462500,M,IO94FW,FELLING,NE10,NOR,10,G4MSF,55.00,-1.60,
GB7XY,70CM,DVU34,439.425000,430.425000,M,IO94EX,NEWCASTLE UPON TYNE,NE8,NOR,10,M0DMP,54.97,-1.60,
GB7YD,70CM,DVU55,439.687500,430.687500,M,IO80PW,YEOVIL,BA22,SW,5,M0VKR,50.95,-2.68,
GB7YF,2M,RV61,145.762500,145.162500,AF,IO80PW,YEOVIL TOWN CENTER,BA22,SW,94.8,M0VKR,50.95,-2.68,
GB7YI,70CM,DVU46,439.575000,430.575000,M,IO84WX,HEXHAM,NE46,NOR,10,G1HZI,54.97,-2.10,
GB7YJ,70CM,DVU47,439.587500,430.587500,M,IO92FH,LEAMINGTON SPA,CV32,CEN,3,G4USP,52.30,-1.51,
GB7YL,2M,RV63,145.787500,145.187500,M,JO02UL,LOWESTOFT,NR32,SE,1,M0JGX,52.47,1.74,
GB7YR,70CM,DVU42,439.525000,430.525000,M,IO93LM,DONCASTER,DN3,NOR,2,M1DAH,53.54,-1.06,
GB7YZ,70CM,DVU38,439.475000,430.475000,MF,IO83JE,MOLD,CH7,WM,,M0WTX,53.19,-3.18,
GB7ZE,70CM,RB02,433.050000,434.650000,AM,JO00GU,HASTINGS,TN37,SE,3,M0JBR,50.87,0.56,
GB7ZP,70CM,DVU39,439.487500,430.487500,D,JO01FS,CHELMSFORD,CM1,SE,,G0URK,51.76,0.49,
MB6AE,2M,2M,144.837500,144.837500,D,IO81GR,ABERDARE,CF44,WM,,MW0PJJ,51.71,-3.42,
MB6AF,2M,,144.825000,144.825000,DMF,IO87PC,LUMPHANAN,AB31,SCOT,5,MM0XAF,57.12,-2.70,
MB6AG,2M,,144.825000,144.825000,F,IO90AS,POOLE,BH17,SW,,M5PDL,50.75,-1.97,
MB6AN,2M,,144.825000,144.825000,F,IO84IX,ANNAN,DG12,SCOT,,GM4WHA,54.98,-3.25,
MB6AV,2M,,144.812500,144.812500,DMF,IO81DP ,PORT TALBOT,SA12,WM,5,MW0TTF ,51.64,-3.75,
MB6AX,2M,,144.812500,144.812500,F,IO80LR,AXMINSTER,EX13,SW,,M1AVB,50.75,-3.03,
MB6BA,2M,2M,144.862500,144.862500,D,IO81IK,BARRY,CF62,WM,,MW0RUH,51.42,-3.27,
MB6BB,2M,,144.850000,144.850000,F,IO81IW,BRECON,LD3,WM,,2W0LPU,51.90,-3.30,
MB6BC,2M,,144.887500,144.887500,M,IO87WD,ABERDEEN,AB10,SCOT,5,GM0NRT,57.13,-2.12,
MB6BH,2M,2M,144.825000,144.825000,DF,IO83LJ,BIRKENHEAD,CH41,NOR,,M1EIV,53.39,-3.03,
MB6BK,2M,,144.837500,144.837500,MF,IO91PK,BRACKNELL,RG12,SW,3,G0NEF,51.40,-0.70,
MB6BT,2M,2M,144.825000,144.825000,DMFPN,JO01RI,BROADSTAIRS,CT10,SE,5,M0LMK,51.36,1.44,
MB6CB,2M,2M,144.837500,144.837500,DMN,JO02BF,CAMBRIDGE,CB3,SE,6,G0ANV,52.20,0.10,
MB6CC,2M,2M,144.850000,144.850000,DMF,IO70NJ,ST AUSTELL,PL26,SW,1,M1AEG,50.38,-4.85,
MB6CF,2M,,144.850000,144.850000,DMFPN,IO83TS,ACCRINGTON,BB5,NOR,5,2E0NTO,53.77,-2.39,
MB6DE,2M,2M,144.825000,144.825000,D,JO02LQ,DEREHAM,NR19,CEN,,G0LGJ,52.68,0.93,
MB6DF,2M,2M,144.850000,144.850000,D,IO83WL,DUKINFIELD,SK1,NOR,,M0CSN,53.47,-2.08,
MB6DH,2M,2M,144.812500,144.812500,F,IO92WI,ST IVES,PE28,CEN,,2E0CUB,52.35,-0.11,
MB6DL,2M,,144.812500,144.812500,F,IO84CW,DALBEATTIE,DG5,SCOT,,MM1BHO,54.93,-3.83,
MB6DN,2M,,144.825000,144.825000,F,IO71VA,BIDEFORD,EX39,SW,,M0MFS,51.01,-4.21,
MB6DO,2M,,144.837500,144.837500,DMF,IO93LM,DONCASTER,DN3,NOR,5,M1DAH,53.54,-1.06,
MB6DT,2M,2M,144.812500,144.812500,F,IO71XB,BARNSTAPLE,EX32,SW,,2E0LVC,51.07,-4.05,
MB6DW,2M,,144.875000,144.875000,F,IO93FR,WAKEFIELD,WF3,NOR,,M0DUB,53.73,-1.54,
MB6DY,2M,,144.862500,144.862500,DMF,IO65JA,LONDONDERRY,BT47,NI,3,GI0LDI,55.02,-7.17,
MB6EG,2M,2M,144.862500,144.862500,D,IO91XC,EAST GRINSTEAD,RH19,SE,,G7KBR,51.10,-0.00,
MB6ER,2M,2M,144.862500,144.862500,DMFPN,IO87VD,ABERDEEN,AB16,SCOT,5,GM7KBK,57.15,-2.17,
MB6EY,2M,2M,144.825000,144.825000,DMF,JO03NA,WITHERNSEA ,HU19,NOR,5,G4SJI,53.72,0.03,
MB6FC,2M,,144.850000,144.850000,F,IO93JC,SUTTON IN ASHFIELD,NG17,CEN,,2E1SCR,53.12,-1.25,
MB6FP,2M,2M,144.850000,144.850000,F,IO87WC,ABERDEEN,AB12,SCOT,,2M0FPI,57.12,-2.10,
MB6FS,2M,,144.812500,144.812500,F,IO87TG,INVERURIE,AB51,SCOT,,GM1FSZ,57.29,-2.41,
MB6FT,2M,2M,144.825000,144.825000,F,IO80IR,OTTERY ST MARY,EX11,SW,,2E0KVJ,50.73,-3.29,
MB6FU,2M,2M,144.837500,144.837500,DMF,IO87BN,NAIRN,IV12,SCOT,7,GM0RML,57.58,-3.90,
MB6GG,2M,,144.850000,144.850000,F,IO90ST,WORTHING,BN12,SE,,G6JVT,50.82,-0.42,
MB6GL,2M,2M,144.812500,144.812500,DMF,IO85NO,GALASHIELS,TD1,SCOT,3,GM7LUN,55.60,-2.90,
MB6GO,2M,2M,144.825000,144.825000,F,IO83WN,ROYTON,OL2,NOR,,G0BJR,53.57,-2.12,
MB6GR,2M,,144.875000,144.875000,F,IO83PM,WIGAN,WN,NOR,,M1DYU,53.51,-2.71,
MB6GW,2M,,144.812500,144.812500,DM,IO94FV,WASHINGTON,NE37,NOR,10,G1LBU,54.92,-1.51,
MB6HA,2M,,144.812500,144.812500,F,IO91UU,KIMPTON,SG4,SE,,G7HMV,51.85,-0.29,
MB6HG,2M,,144.862500,144.862500,DF,IO83OO,ORMSKIRK,L40,NOR,,G7EVY,53.60,-2.83,
MB6HU,2M,,144.850000,144.850000,DMF,JO02FV,HEACHAM,PE31,CEN,10,G1SCQ,52.91,0.48,
MB6HZ,2M,,144.837500,144.837500,DMF,IO64HT,STRABANE,BT82,NI,5,MI0HOZ,54.80,-7.40,
MB6IAD,70CM,,431.075000,431.075000,F,IO90ER,MILFORD-ON-SEA,SO41,SW,,M0VBD,50.73,-1.62,
MB6IAR,70CM,,431.087500,431.087500,F,IO75OP,ARDROSSAN,KA22,SCOT,,MM0OVD,55.65,-4.81,
MB6IAY,70CM,,431.075000,431.075000,MF,IO75PI,MAYBOLE,KA19,SCOT,5,2M0MSU,55.35,-4.70,
MB6IAZ,70CM,,433.637500,433.637500,F,IO92NG,NORTHAMPTON,NN3,CEN,,2E0WSJ,52.26,-0.86,
MB6IBD,70CM,,431.137500,431.137500,D,JO02HK,BRANDON,IP27,CEN,,G4WXN,52.44,0.60,
MB6IBG,70CM,,431.137500,431.137500,F,IO74DP,BANGOR,BT19,NI,,MI0WHX,54.66,-5.71,
MB6IBN,70CM,,431.112500,431.112500,F,IO83SO,BOLTON,BL1,NOR,,G7ROM,53.58,-2.45,
MB6IBR,70CM,,434.487500,434.487500,F,JO01DG,BOROUGH GREEN,TN15,SE,,M0MEA,51.29,0.30,
MB6IBS,70CM,,434.487500,434.487500,F,IO91KG,BASINGSTOKE,RG24,SW,,M0MEI,51.28,-1.12,
MB6IBZ,70CM,,431.087500,431.087500,M,IO93KH,WORKSOP,S80,CEN,5,2E0KBZ,53.31,-1.12,
MB6ICD,70CM,,431.112500,431.112500,F,IO94IL,YARM,TS15,NOR,,2E0ECD,54.46,-1.32,
MB6ICG,70CM,,431.112500,431.112500,DMF,IO81KM,CARDIFF,CF23,WM,3,GW6CUR,51.52,-3.15,
MB6ICH,70CM,,431.075000,431.075000,F,IO93HG,CHESTERFIELD,S43,CEN,,G7OQH,53.27,-1.40,
MB6ICL,70CM,,431.087500,431.087500,DF,IO70JG,REDRUTH,TR16,SW,,G4WQL,50.30,-5.20,
MB6ICM,70CM,,431.087500,431.087500,F,IO81EP,MAESTEG,CF34,WM,,MW0ODY,51.63,-3.66,
MB6IDF,70CM,,431.075000,431.075000,D,IO86GB,DUNFERMLINE,KY12,SCOT,,GM6CMQ,56.08,-3.47,
MB6IDG,70CM,,431.087500,431.087500,DMF,IO75RX,ALEXANDRIA,G83,SCOT,5,2M0JUM,56.00,-4.60,
MB6IDR,70CM,,431.075000,431.075000,F,IO94ET,DURHAM CITY,DH7,NOR,,2E0WET,54.82,-1.63,
MB6IEA,70CM,,434.475000,434.475000,F,IO91HI,NEWBURY,RG14,SE,,M0JOW,51.37,-1.35,
MB6IEV,70CM,,431.137500,431.137500,M,IO92AC,EVESHAM,WR11,CEN,5,M0MST,52.10,-1.90,
MB6IFQ,70CM,,431.100000,431.100000,F,IO71XO,SWANSEA,SA2,WM,,GW8VFQ,51.62,-4.02,
MB6IGC,70CM,,431.125000,431.125000,D,IO93FI,SHEFFIELD,S10,NOR,,G4CUI,53.37,-1.55,
MB6IGK,70CM,,434.512500,434.512500,F,JO01GJ,GILLINGHAM,ME7,SE,,2E0JTP,51.39,0.54,
MB6IJB,70CM,,431.087500,431.087500,MF,IO83QP,CHORLEY,PR6,NOR,13,2E0DHT,53.66,-2.62,
MB6IKS,70CM,,431.125000,431.125000,F,IO92AQ,CANNOCK,WS12,CEN,,M1CYR,52.70,-2.00,
MB6IKT,70CM,,434.487500,434.487500,F,IO92PJ,KETTERING,NN15,CEN,,G0ATV,52.39,-0.69,
MB6IKW,70CM,,431.087500,431.087500,DM,IO92FI,KENILWORTH,CV8,CEN,5,G1KEA,52.35,-1.57,
MB6ILC,70CM,,431.137500,431.137500,M,IO93SF,LINCOLN,LN4,CEN,5,2E0HGU,53.22,-0.47,
MB6ILI,70CM,,431.137500,431.137500,F,IO83VN,MIDDLETON,M24,NOR,,G4WLI,53.55,-2.21,
MB6ILK,70CM,,431.112500,431.112500,DMFPN,IO92IX,ILKESTON,DE7,CEN,5,M0WCA,52.99,-1.32,
MB6ILN,70CM,,431.112500,431.112500,DMFPN,IO93RE,LINCOLN,LN5,CEN,5,G7RUP,53.20,-0.55,
MB6ILO,70CM,,431.087500,431.087500,DMFPN,JO02VL,LOWESTOFT,NR32,CEN,5,M0JGX,52.50,1.80,
MB6IMB,70CM,,431.075000,431.075000,F,IO84FK,BECKERMET,CA21,NOR,,M0MZB,54.40,-3.50,
MB6IMD,70CM,,433.662500,433.662500,F,JO01IS,GREAT TOTHAM,CM9,SE,,M1DOZ,51.79,0.70,
MB6IMF,70CM,,431.112500,431.112500,F,IO87KO,FOCHABERS,IV32,SCOT,,2M0JVR,57.61,-3.10,
MB6IMK,70CM,,433.662500,433.662500,F,IO92OB,MILTON KEYNES,MK13,CEN,,2E0KOA,52.10,-0.80,
MB6IML,70CM,,431.100000,431.100000,F,IO93GC,MATLOCK,DE4,CEN,,G6JNZ,53.09,-1.48,
MB6IMO,70CM,,431.087500,431.087500,M,IO85WU,EYEMOUTH,TD14,SCOT,3,GM7LNO,55.87,-2.10,
MB6IMU,70CM,,431.087500,431.087500,DMFP,IO81JP,YSTRAD MYNACH,CF82,WM,5,MW0MAU,51.64,-3.24,
MB6IND,70CM,,434.512500,434.512500,F,JO01OW,HARWICH,CO12,SE,,G4NDR,51.93,1.25,
MB6IOG,70CM,,431.075000,431.075000,DMFPN,IO82UD,MALVERN,WR14,WM,5,M0OPG,52.10,-2.30,
MB6IOK,70CM,,431.125000,431.125000,F,IO83NN,ORMSKIRK,L39,NOR,,G7LFC,53.56,-2.90,
MB6IOX,70CM,,434.512500,434.512500,F,IO91LM,READING,RG8,SW,,G0TKV,51.53,-1.07,
MB6IPA,70CM,,431.100000,431.100000,DMFPN,IO83PQ,PRESTON,PR2,NOR,3,G7TRL,53.79,-2.75,
MB6IPD,70CM,,431.100000,431.100000,D,IO93EQ,DEWSBURY,WF12,NOR,,M0XZT,53.70,-1.60,
MB6IPG,70CM,,431.125000,431.125000,M,IO72WW,PORTHMADOG,LL49,WM,5,MW0GSR,52.93,-4.13,
MB6IPO,70CM,,431.075000,431.075000,MF,IO81HO,PORTH,CF3,WM,3,2W0YMS,51.60,-3.40,
MB6IRN,70CM,,431.075000,431.075000,F,IO83QQ,LEYLAND,PR25,NOR,,M0MZR,53.70,-2.66,
MB6IRT,70CM,,434.500000,434.500000,F,IO91MK,READING,RG1,SW,,G4FLY,51.45,-0.98,
MB6ISC,70CM,,433.650000,433.650000,F,IO91MM,READING,RG4,SW,,G0JMS,51.52,-0.98,
MB6ISF,70CM,,431.112500,431.112500,F,IO93GH,SHEFFIELD,S8,NOR,,M0KSP,53.30,-1.50,
MB6ISK,70CM,,431.075000,431.075000,F,IO83WK,STOCKPORT,SK6,NOR,,2E0JLC,53.40,-2.10,
MB6ISM,70CM,,431.087500,431.087500,DMF,IO80JQ,SIDMOUTH,EX10,SW,2,G1IAR,50.70,-3.24,
MB6ITA,70CM,,431.075000,431.075000,M,JO02QP,THORPE ST ANDREW,NR7,CEN,5,M0ZAH,52.60,1.30,
MB6ITM,70CM,,434.487500,434.487500,F,IO90PU,TANGMERE,PO20,SE,,2E0FSI,50.85,-0.71,
MB6IUK,70CM,,431.075000,431.075000,F,IO92AO,WALSALL,WS3,CEN,,G7CST,52.60,-2.00,
MB6IWH,70CM,,431.100000,431.100000,F,IO80WR,WAREHAM,BH20,SW,,2E0NVL,50.72,-2.16,
MB6IWO,70CM,,431.075000,431.075000,F,IO72QB,CARDIGAN,SA43,WM,,MW0WOO,52.06,-4.63,
MB6IWR,70CM,,431.112500,431.112500,DMFPN,IO82UE,WORCESTER,WR2,WM,5,M0SPF,52.20,-2.30,
MB6IYL,70CM,,431.100000,431.100000,F,IO83OE,CHESTER,CH3,NOR,,G0DYL,53.19,-2.76,
MB6JD,2M,2M,144.825000,144.825000,DF,IO85RL,JEDBURGH,TD8,SCOT,,GM4UPX,55.48,-2.55,
MB6JS,2M,,144.887500,144.887500,MF,IO86AC,STIRLING,FK7,SCOT,5,GM0WUQ,56.10,-3.90,
MB6KA,2M,,144.850000,144.850000,DMFP,IO64RW,KILREA,BT51,NI,3,MI0AAZ,55.00,-6.60,
MB6LY,2M,2M,144.850000,144.850000,F,IO64IX,LONDONDERRY,BT47,NI,,GI4YWT,54.99,-7.30,
MB6MT,2M,,144.825000,144.825000,DMFPN,IO81HS,MERTHYR TYDFIL,CF48,WM,2,GW0UXJ,51.76,-3.40,
MB6NG,2M,2M,144.837500,144.837500,D7MFPN,IO93JA,NOTTINGHAM,NG5,CEN,7,M0GLJ,53.00,-1.20,
MB6NH,2M,,144.825000,144.825000,F,IO92MG,NORTHAMPTON,NN5,CEN,,G7SYT,52.26,-0.95,
MB6NL,2M,2M,144.837500,144.837500,F,IO82VX,NEWCASTLE UNDER LYME,ST5,CEN,,M0MVK,53.00,-2.20,
MB6NM,2M,2M,144.837500,144.837500,F,JO01FN,BASILDON,SS16,SE,,G8OSG,51.56,0.46,
MB6NY,2M,2M,144.850000,144.850000,F,IO94JC,EASINGWOLD,YO61,NOR,,G1JKE,54.12,-1.19,
MB6OH,2M,,144.862500,144.862500,F,IO82XL,DUDLEY,B64,CEN,,G3VPX,52.50,-2.10,
MB6OM,2M,2M,144.812500,144.812500,F,IO64KO,OMAGH,BT79,NI,,MI1CCU,54.58,-7.14,
MB6PW,2M,2M,144.812500,144.812500,F,IO83PK,ST HELENS,WA9,NOR,,M0JFK,53.44,-2.72,
MB6RI,2M,2M,144.812500,144.812500,F,IO90CU,RINGWOOD,BH24,SW,,2E0KCL,50.84,-1.78,
MB6RK,2M,2M,144.812500,144.812500,FPN,IO74AN,BELFAST,BT11,NI,,MI5DAW,54.57,-6.00,
MB6RL,2M,2M,144.850000,144.850000,DMFPN,IO81JN,CAERPHILLY,CF83,WM,2,GW6WTK,51.57,-3.23,
MB6RO,2M,,144.887500,144.887500,DMFPN,IO83UQ,HASLINGDEN,BB4,NOR,5,M0LMN,53.71,-2.31,
MB6RU,2M,,144.850000,144.850000,F,IO82XR,HEDNESFORD,WS12,CEN,,G0DUQ,52.70,-2.00,
MB6RY,2M,2M,144.812500,144.812500,F,IO94DJ,RICHMOND,DL10,NOR,,M1SDE,54.40,-1.72,
MB6SF,2M,2M,144.812500,144.812500,D,IO93GH,SHEFFIELD,S8,NOR,,M0KSP,53.30,-1.50,
MB6SH,2M,,144.825000,144.825000,M,IO91VS,HATFIELD,AL10,SE,10,G4ZWH,51.76,-0.23,
MB6SL,2M,2M,144.812500,144.812500,F,IO93SA,SLEAFORD ,NG34,CEN,,2E0ENN,53.00,-0.50,
MB6ST,2M,2M,144.837500,144.837500,D,IO87UE,ABERDEEN,AB21,SCOT,,MM0SJT,57.20,-2.26,
MB6SW,2M,2M,144.837500,144.837500,F,JO02FS,KINGS LYNN,PE30,CEN,,G8KOC,52.78,0.43,
MB6SY,2M,,144.825000,144.825000,F,IO82PQ,SHREWSBURY,SY3,WM,,G6UYG,52.69,-2.74,
MB6TB,2M,,144.825000,144.825000,DMF,IO81VH,BATH,BA14,SW,5,M0JVY,51.31,-2.20,
MB6TD,2M,,144.862500,144.862500,F,IO91DN,SWINDON,SN3,SW,,G4XIB,51.57,-1.74,
MB6TN,2M,,144.812500,144.812500,F,IO75QN,TROON,KA,SCOT,,GM7IUF,55.58,-4.59,
MB6TS,2M,,144.825000,144.825000,F,IO93FL,STOCKSBRIDGE,S36,NOR,,G5HVH,53.50,-1.60,
MB6UE,2M,2M,144.812500,144.812500,F,IO81VK,CORSHAM,SN13,SW,,G0IUE,51.40,-2.20,
MB6VB,2M,2M,144.812500,144.812500,F,IO93HW,WETHERBY,LS22,NOR,,M0VAF,53.94,-1.39,
MB6WL,2M,,144.812500,144.812500,F,IO92OB,MILTON KEYNES,MK12,CEN,,2E0ORE,52.06,-0.81,
MB6WS,2M,,144.837500,144.837500,F,IO82VE,WORCESTER,WR2,CEN,,M1AEC,52.18,-2.24,
MB6XY,2M,2M,144.850000,144.850000,F,IO92VC,BIGGLESWADE,SG18,SE,,G4OXY,52.08,-0.19,
MB6ZZ,2M,2M,144.812500,144.812500,D,JO01FO,BASILDON,SS14,SE,,M0SSK,51.58,0.50,
MB7AAS,70CM,,430.037500,430.037500,A,JO02QF,FRAMLINGHAM,IP13,SE,110.9,G1NRL,52.23,1.33,
MB7ABB,70CM,,430.025000,430.025000,A,IO92HB,BANBURY,OX16,CEN,67.0,G4TXA,52.05,-1.36,
MB7ABG,70CM,,430.050000,430.050000,A,IO82XI,BROMSGROVE,B60,CEN,67.0,G4BBU,52.40,-2.00,
MB7ABR,4M,4M,70.412500,70.412500,A,JO01AK,BROMLEY,BR1,SE,103.5,G0WYG,51.43,0.01,
MB7ABT,70CM,,430.050000,430.050000,A,IO83KE,MOLD,CH7,WM,110.9,2W1BRY,53.20,-3.20,
MB7ABW,4M,4M,70.412500,70.412500,A,IO93HO,WAKEFIELD ,WF4,NOR,82.5,M0YDG,53.62,-1.41,
MB7ABY,70CM,,430.050000,430.050000,A,IO93FO,BARNSLEY,S75,NOR,71.9,M1LOU,53.59,-1.51,
MB7AEG,70CM,,430.012500,430.012500,A,IO91QJ,SUNNINGDALE,SL5,SW,77.0,M0HBK,51.40,-0.60,
MB7AGF,70CM,,430.012500,430.012500,A,IO83XM,OLDHAM,OL3,NOR,82.5,G3SNA,53.54,-2.00,
MB7AGS,70CM,,430.025000,430.025000,A,IO83EG,ABERGELE,LL22,WM,110.9,MW0PUG,53.30,-3.60,
MB7AHC,70CM,,430.062500,430.062500,A,IO72WU,HARLECH,LL46,WM,110.9,2W0LGG,52.86,-4.11,
MB7AHE,70CM,,430.075000,430.075000,A,JO02FV,HEACHAM,PE31,CEN,94.8,G1SCQ,52.91,0.48,
MB7AJS,70CM,,430.075000,430.075000,A,IO92BQ,BURNTWOOD,WS7,CEN,103.5,G6OTZ,52.70,-1.90,
MB7AKE,4M,4M,70.412500,70.412500,A,IO75UV,GLASGOW,G61,SCOT,103.5,GM7SVK,55.90,-4.30,
MB7AKL,70CM,,430.050000,430.050000,A,IO81WL,CHIPPENHAM,SN15,SW,118.8,G6HUI,51.49,-2.11,
MB7AKX,70CM,,430.012500,430.012500,A,IO82LI,KNIGHTON,LD7,WM,103.5,MW0LKX,52.34,-3.05,
MB7ALB,70CM,,430.062500,430.062500,A,IO93HK,ROTHERHAM,S65,NOR,71.9,G4NJI,53.44,-1.33,
MB7ALC,70CM,,430.037500,430.037500,A,IO93IL,MEXBOROUGH,S64,NOR,71.9,G0VUH,53.48,-1.33,
MB7ALF,70CM,,430.012500,430.012500,A,IO93VV,HORNSEA,HU18,NOR,88.5,M0FLF,53.91,-0.17,
MB7ALV,70CM,,430.062500,430.062500,A,IO83LL,LIVERPOOL,L21,NOR,94.8,G7OEA,53.46,-3.00,
MB7AME,70CM,,430.025000,430.025000,A,IO81HS,MERTHYR TYDFIL,CF48,WM,88.5,GW0UXJ,51.76,-3.40,
